customerID,gender,is_senior,Partner,Dependents,tenure,tenure_group,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,contract_rank,PaperlessBilling,PaymentMethod,MonthlyCharges,monthly_charge_group,TotalCharges,risk_group,Churn
2581-VKIRT,Female,Non-Senior,Yes,Yes,59,4+ years,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,2,No,Mailed check,65.5,35-70,3801.3,Low Risk,No
5442-XSDCW,Male,Non-Senior,Yes,Yes,11,0-1 year,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Yes,Bank transfer (automatic),79.5,70+,868.5,High Risk,Yes
7426-WEIJX,Male,Senior,Yes,Yes,60,4+ years,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Yes,Electronic check,80.95,70+,4859.1,Low Risk,No
2851-MMUTZ,Female,Non-Senior,No,No,27,2-4 years,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,1,Yes,Mailed check,56.15,35-70,1439.35,Low Risk,No
3049-NDXFL,Female,Non-Senior,No,No,1,0-1 year,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,No,Mailed check,85.8,70+,85.8,High Risk,Yes
8580-AECUZ,Male,Senior,No,No,1,0-1 year,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Yes,Electronic check,79.1,70+,79.1,High Risk,Yes
3307-TLCUD,Male,Non-Senior,Yes,No,17,1-2 years,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,1,No,Mailed check,34.4,1-35,592.75,Medium Risk,No
6625-FLENO,Male,Non-Senior,Yes,No,58,4+ years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Mailed check,20.75,1-35,1185.95,Low Risk,No
2967-MXRAV,Male,Non-Senior,Yes,Yes,1,0-1 year,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,2,No,Mailed check,18.8,1-35,18.8,Low Risk,No
7963-GQRMY,Female,Non-Senior,Yes,Yes,3,0-1 year,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,1,No,Mailed check,44.3,35-70,134.5,Low Risk,Yes
8189-HBVRW,Female,Non-Senior,No,No,53,4+ years,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,1,No,Electronic check,90.8,70+,4921.2,Low Risk,No
4163-KIUHY,Male,Non-Senior,No,No,35,2-4 years,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Yes,Electronic check,25.6,1-35,901.25,Low Risk,No
1228-FZFRV,Male,Non-Senior,Yes,Yes,50,4+ years,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,1,No,Credit card (automatic),105.95,70+,5341.8,Low Risk,Yes
3500-NSDOA,Male,Non-Senior,Yes,Yes,68,4+ years,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,3,No,Credit card (automatic),70.8,70+,4859.95,Low Risk,No
1171-TYKUR,Male,Non-Senior,Yes,No,47,2-4 years,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,No,Electronic check,25.4,1-35,1139.2,Low Risk,No
3761-FLYZI,Female,Senior,Yes,No,65,4+ years,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Yes,Bank transfer (automatic),108.8,70+,7082.45,Low Risk,No
2058-DCJBE,Male,Non-Senior,No,No,5,0-1 year,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Yes,Electronic check,69.75,35-70,324.6,Low Risk,Yes
5364-XYIRR,Male,Non-Senior,Yes,No,51,4+ years,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Yes,Electronic check,94.65,70+,4812.75,Low Risk,Yes
4829-AUOAX,Female,Non-Senior,No,No,46,2-4 years,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,No,Bank transfer (automatic),96.05,70+,4399.5,Low Risk,Yes
1219-NNDDO,Female,Non-Senior,No,No,9,0-1 year,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Yes,Electronic check,76.85,70+,663.55,High Risk,No
8388-DMKAE,Female,Non-Senior,No,No,8,0-1 year,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Mailed check,20.25,1-35,174.65,Low Risk,No
4403-BWPAY,Male,Non-Senior,No,No,14,1-2 years,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,2,Yes,Credit card (automatic),24.8,1-35,321.7,Medium Risk,No
9659-QEQSY,Female,Non-Senior,No,No,45,2-4 years,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Yes,Electronic check,115.65,70+,5125.5,Low Risk,No
5405-ZMYXQ,Female,Non-Senior,No,No,8,0-1 year,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Yes,Credit card (automatic),74.6,70+,548.9,High Risk,No
5047-LHVLY,Male,Senior,No,Yes,1,0-1 year,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,1,Yes,Mailed check,50.15,35-70,50.15,Low Risk,Yes
1442-OKRJE,Male,Non-Senior,Yes,Yes,66,4+ years,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,2,Yes,Bank transfer (automatic),103.15,70+,7031.3,Low Risk,No
4737-AQCPU,Male,Non-Senior,Yes,Yes,72,4+ years,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,3,No,Credit card (automatic),72.1,70+,5016.65,Low Risk,No
9158-VCTQB,Female,Non-Senior,Yes,No,41,2-4 years,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Yes,Bank transfer (automatic),113.6,70+,4594.95,Low Risk,Yes
2808-CHTDM,Female,Non-Senior,Yes,Yes,23,1-2 years,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Mailed check,25.1,1-35,611.45,Medium Risk,No
6311-UEUME,Female,Non-Senior,No,No,29,2-4 years,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Yes,Electronic check,78.9,70+,2384.15,Low Risk,Yes
0793-TWELN,Female,Non-Senior,No,No,4,0-1 year,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Yes,Electronic check,80.15,70+,319.85,High Risk,No
3283-WCWXT,Male,Non-Senior,Yes,Yes,6,0-1 year,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Mailed check,25.4,1-35,153.3,Low Risk,No
1060-ENTOF,Female,Senior,Yes,No,67,4+ years,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,2,Yes,Credit card (automatic),105.4,70+,7035.6,Low Risk,No
0999-QXNSA,Male,Senior,No,Yes,7,0-1 year,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,1,Yes,Mailed check,45.75,35-70,344.2,Low Risk,No
5451-MHQOF,Male,Non-Senior,Yes,Yes,56,4+ years,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,2,Yes,Mailed check,24.45,1-35,1431.65,Low Risk,No
4836-WNFNO,Female,Non-Senior,Yes,No,72,4+ years,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Credit card (automatic),25.0,1-35,1849.2,Low Risk,No
9225-BZLNZ,Male,Non-Senior,Yes,No,72,4+ years,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,3,Yes,Electronic check,85.25,70+,6083.1,Low Risk,No
0354-VXMJC,Male,Non-Senior,Yes,Yes,23,1-2 years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Credit card (automatic),19.6,1-35,426.65,Medium Risk,No
4422-QVIJA,Female,Non-Senior,No,Yes,35,2-4 years,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,No,Mailed check,50.15,35-70,1655.35,Low Risk,No
9365-SRSZE,Male,Senior,Yes,No,27,2-4 years,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Yes,Electronic check,70.55,70+,1943.9,Low Risk,No
6839-ITVZJ,Female,Non-Senior,Yes,Yes,26,2-4 years,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,1,Yes,Electronic check,60.05,35-70,1616.15,Low Risk,Yes
8332-OSJDW,Male,Non-Senior,Yes,Yes,12,0-1 year,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,2,No,Mailed check,26.4,1-35,314.95,Medium Risk,No
4735-BJKOU,Female,Non-Senior,No,No,40,2-4 years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Mailed check,20.15,1-35,804.85,Low Risk,No
0274-JKUJR,Male,Non-Senior,Yes,Yes,7,0-1 year,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1,No,Mailed check,58.85,35-70,465.7,Low Risk,No
5740-YHGTW,Male,Non-Senior,Yes,Yes,70,4+ years,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,1,Yes,Credit card (automatic),97.55,70+,6669.05,Low Risk,No
8917-SZTTJ,Male,Non-Senior,Yes,Yes,60,4+ years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Credit card (automatic),19.65,1-35,1161.75,Low Risk,No
1696-MZVAU,Male,Non-Senior,Yes,Yes,39,2-4 years,No,No phone service,DSL,No,No,No,No,No,No,One year,2,Yes,Credit card (automatic),25.25,1-35,947.75,Low Risk,No
7359-WWYJV,Male,Non-Senior,Yes,No,72,4+ years,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,3,No,Credit card (automatic),114.45,70+,8375.05,Low Risk,No
0375-HVGXO,Female,Non-Senior,No,No,1,0-1 year,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,1,Yes,Electronic check,34.7,1-35,34.7,Low Risk,Yes
4906-ZHGPK,Male,Non-Senior,Yes,Yes,54,4+ years,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,2,Yes,Electronic check,70.7,70+,3770.0,Low Risk,No
8593-WHYHV,Male,Non-Senior,No,No,3,0-1 year,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Yes,Electronic check,85.3,70+,264.8,High Risk,Yes
3795-GWTRD,Female,Non-Senior,Yes,Yes,63,4+ years,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,3,No,Credit card (automatic),75.55,70+,4707.85,Low Risk,No
1298-PHBTI,Male,Non-Senior,Yes,Yes,71,4+ years,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,3,Yes,Electronic check,84.8,70+,6152.4,Low Risk,No
6223-DHJGV,Female,Non-Senior,No,No,42,2-4 years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,2,Yes,Mailed check,20.65,1-35,958.1,Low Risk,No
6961-MJKBO,Male,Non-Senior,No,No,47,2-4 years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Bank transfer (automatic),20.45,1-35,943.0,Low Risk,No
6097-EQISJ,Female,Non-Senior,Yes,Yes,66,4+ years,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,2,Yes,Credit card (automatic),102.45,70+,6615.15,Low Risk,Yes
4423-YLHDV,Female,Non-Senior,Yes,No,21,1-2 years,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,1,Yes,Bank transfer (automatic),104.4,70+,2200.25,Medium Risk,Yes
8158-WPEZG,Male,Non-Senior,No,No,11,0-1 year,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,1,Yes,Electronic check,35.65,35-70,425.1,Low Risk,No
0107-YHINA,Male,Non-Senior,No,Yes,1,0-1 year,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Yes,Electronic check,99.75,70+,99.75,High Risk,Yes
4918-FYJNT,Female,Senior,Yes,No,55,4+ years,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,1,No,Electronic check,90.45,70+,5044.8,Low Risk,No
0727-BNRLG,Male,Non-Senior,No,No,69,4+ years,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,3,Yes,Credit card (automatic),97.65,70+,6743.55,Low Risk,No
4854-CIDCF,Female,Senior,No,No,3,0-1 year,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,No,Electronic check,73.85,70+,196.4,High Risk,No
8640-SDGKB,Male,Non-Senior,No,No,4,0-1 year,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Yes,Electronic check,74.4,70+,299.7,High Risk,Yes
3280-MRDOF,Male,Senior,No,No,30,2-4 years,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,3,Yes,Credit card (automatic),69.1,35-70,2093.9,Low Risk,No
6435-SRWBJ,Female,Non-Senior,No,No,5,0-1 year,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,1,Yes,Electronic check,82.75,70+,417.75,High Risk,No
9964-WBQDJ,Female,Non-Senior,Yes,No,71,4+ years,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,Yes,Credit card (automatic),24.4,1-35,1725.4,Low Risk,No
6303-KFWSL,Female,Non-Senior,No,No,29,2-4 years,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,2,Yes,Electronic check,55.25,35-70,1620.2,Low Risk,No
1702-CCFNJ,Male,Non-Senior,Yes,No,52,4+ years,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,1,No,Bank transfer (automatic),61.35,35-70,3169.55,Low Risk,No
8932-CZHRQ,Male,Non-Senior,No,No,68,4+ years,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,2,No,Credit card (automatic),76.75,70+,5233.25,Low Risk,No
0386-CWRGM,Female,Non-Senior,Yes,Yes,46,2-4 years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Mailed check,19.4,1-35,967.85,Low Risk,No
5515-RUGKN,Male,Non-Senior,No,No,8,0-1 year,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,1,Yes,Credit card (automatic),54.75,35-70,438.05,Low Risk,No
0404-AHASP,Male,Non-Senior,Yes,No,72,4+ years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Credit card (automatic),19.7,1-35,1421.9,Low Risk,No
7279-NMVJC,Female,Non-Senior,No,No,17,1-2 years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,2,No,Bank transfer (automatic),19.9,1-35,323.15,Medium Risk,No
2081-VEYEH,Male,Non-Senior,No,No,3,0-1 year,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Yes,Electronic check,107.95,70+,318.6,High Risk,No
6407-UTSLV,Female,Senior,No,No,2,0-1 year,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Yes,Bank transfer (automatic),83.8,70+,163.7,High Risk,No
4116-TZAQJ,Female,Non-Senior,No,No,9,0-1 year,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Yes,Credit card (automatic),74.25,70+,639.65,High Risk,Yes
9060-HJJRW,Female,Non-Senior,No,No,51,4+ years,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,2,Yes,Credit card (automatic),56.4,35-70,2928.5,Low Risk,No
2587-YNLES,Female,Non-Senior,Yes,Yes,6,0-1 year,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Mailed check,20.1,1-35,100.35,Low Risk,No
7398-SKNQZ,Female,Non-Senior,Yes,No,3,0-1 year,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,No,Electronic check,94.9,70+,273.2,High Risk,No
5935-FCCNB,Female,Senior,No,No,17,1-2 years,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Yes,Electronic check,94.2,70+,1608.15,Medium Risk,No
1958-RNRKS,Male,Non-Senior,Yes,No,30,2-4 years,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,No,Electronic check,49.9,35-70,1441.95,Low Risk,No
5136-RGMZO,Male,Non-Senior,No,No,31,2-4 years,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,1,Yes,Electronic check,71.05,70+,2168.15,Low Risk,No
8345-MVDYC,Female,Non-Senior,No,No,45,2-4 years,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,3,No,Bank transfer (automatic),81.65,70+,3618.7,Low Risk,No
8226-BXGES,Male,Non-Senior,Yes,No,64,4+ years,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,2,No,Bank transfer (automatic),89.45,70+,5692.65,Low Risk,No
3877-JRJIP,Male,Non-Senior,No,No,1,0-1 year,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,1,Yes,Electronic check,59.85,35-70,59.85,Low Risk,Yes
8375-DKEBR,Female,Senior,No,No,1,0-1 year,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Yes,Electronic check,69.6,35-70,69.6,Low Risk,Yes
9705-IOVQQ,Male,Senior,Yes,Yes,61,4+ years,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,2,No,Electronic check,99.0,70+,5969.3,Low Risk,No
1015-OWJKI,Male,Non-Senior,No,No,1,0-1 year,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,No,Mailed check,19.05,1-35,19.05,Low Risk,No
7511-YMXVQ,Male,Non-Senior,No,No,9,0-1 year,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Yes,Electronic check,45.4,35-70,418.8,Low Risk,Yes
2040-XBAVJ,Male,Non-Senior,Yes,Yes,72,4+ years,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,3,No,Bank transfer (automatic),114.45,70+,8100.55,Low Risk,No
7551-JOHTI,Female,Non-Senior,No,No,1,0-1 year,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,No,Mailed check,19.5,1-35,19.5,Low Risk,Yes
8887-IPQNC,Female,Non-Senior,Yes,No,7,0-1 year,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,1,Yes,Mailed check,44.25,35-70,313.45,Low Risk,No
8646-JCOMS,Female,Non-Senior,Yes,No,66,4+ years,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,2,Yes,Bank transfer (automatic),90.55,70+,6130.95,Low Risk,No
9804-ICWBG,Male,Non-Senior,No,No,1,0-1 year,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Yes,Electronic check,69.9,35-70,69.9,Low Risk,Yes
1222-KJNZD,Male,Non-Senior,Yes,Yes,40,2-4 years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Yes,Bank transfer (automatic),20.4,1-35,745.3,Low Risk,No
0106-GHRQR,Male,Non-Senior,No,No,16,1-2 years,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,1,Yes,Bank transfer (automatic),71.4,70+,1212.1,Medium Risk,No
5318-IXUZF,Female,Non-Senior,No,No,2,0-1 year,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Yes,Bank transfer (automatic),87.15,70+,183.75,High Risk,Yes
3768-VHXQO,Male,Non-Senior,Yes,No,67,4+ years,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Credit card (automatic),24.85,1-35,1583.5,Low Risk,No
8952-WCVCD,Female,Non-Senior,Yes,No,41,2-4 years,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,2,Yes,Bank transfer (automatic),104.45,70+,4162.05,Low Risk,No
2418-TPEUN,Female,Non-Senior,Yes,Yes,56,4+ years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,Yes,Credit card (automatic),19.8,1-35,1119.9,Low Risk,No
3963-RYFNS,Female,Non-Senior,No,No,72,4+ years,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,3,Yes,Bank transfer (automatic),116.45,70+,8013.55,Low Risk,No
3198-VELRD,Female,Non-Senior,Yes,Yes,3,0-1 year,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Yes,Bank transfer (automatic),84.75,70+,264.85,High Risk,Yes
8540-ZQGEA,Female,Non-Senior,Yes,No,54,4+ years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Credit card (automatic),20.05,1-35,1102.4,Low Risk,No
1320-REHCS,Male,Senior,No,No,52,4+ years,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Yes,Electronic check,110.75,70+,5832.0,Low Risk,No
4137-JOPHL,Female,Non-Senior,No,No,50,4+ years,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,3,Yes,Bank transfer (automatic),89.7,70+,4304.5,Low Risk,No
9436-ZBZCT,Male,Non-Senior,No,No,14,1-2 years,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,1,Yes,Electronic check,89.95,70+,1178.4,Medium Risk,Yes
7801-CEDNV,Male,Non-Senior,Yes,No,27,2-4 years,Yes,No,DSL,Yes,No,No,No,No,No,One year,2,No,Credit card (automatic),48.7,35-70,1421.75,Low Risk,No
2057-BOYKM,Female,Senior,Yes,No,72,4+ years,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,3,Yes,Bank transfer (automatic),96.6,70+,6827.5,Low Risk,No
3658-QQJYD,Male,Non-Senior,No,No,62,4+ years,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,2,Yes,Credit card (automatic),74.3,70+,4698.05,Low Risk,No
1803-BGNBD,Female,Non-Senior,No,No,12,0-1 year,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,1,Yes,Electronic check,54.3,35-70,654.5,Medium Risk,No
0134-XWXCE,Female,Senior,No,No,44,2-4 years,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,2,No,Bank transfer (automatic),74.85,70+,3268.05,Low Risk,No
6950-TWMYB,Male,Non-Senior,Yes,Yes,54,4+ years,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,3,Yes,Bank transfer (automatic),79.95,70+,4362.05,Low Risk,No
5848-FHRFC,Female,Non-Senior,No,No,68,4+ years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Bank transfer (automatic),20.05,1-35,1386.9,Low Risk,No
2243-FNMMI,Male,Non-Senior,No,No,20,1-2 years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,No,Mailed check,19.4,1-35,415.4,Medium Risk,No
2511-MORQY,Male,Non-Senior,Yes,Yes,50,4+ years,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,2,No,Bank transfer (automatic),54.9,35-70,2614.1,Low Risk,No
5356-KZCKT,Male,Non-Senior,No,No,58,4+ years,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,Yes,Credit card (automatic),24.45,1-35,1513.6,Low Risk,No
9470-XCCEM,Male,Non-Senior,Yes,Yes,35,2-4 years,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Yes,Bank transfer (automatic),89.65,70+,3161.6,Low Risk,No
6519-CFDBX,Female,Non-Senior,No,No,2,0-1 year,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,1,Yes,Electronic check,45.4,35-70,80.95,Low Risk,No
3902-MIVLE,Male,Non-Senior,Yes,Yes,63,4+ years,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,3,No,Mailed check,75.7,70+,4676.7,Low Risk,No
0409-WTMPL,Female,Non-Senior,Yes,No,58,4+ years,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,2,Yes,Credit card (automatic),110.65,70+,6526.65,Low Risk,No
8763-KIAFH,Female,Non-Senior,Yes,Yes,27,2-4 years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,2,Yes,Mailed check,20.55,1-35,583.3,Low Risk,No
3669-WHAFY,Female,Non-Senior,Yes,No,71,4+ years,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,3,Yes,Credit card (automatic),115.15,70+,8078.1,Low Risk,No
3055-VTCGS,Female,Non-Senior,No,No,63,4+ years,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,2,No,Credit card (automatic),58.55,35-70,3503.5,Low Risk,No
